"International Name";"Name of NCA";"Home Country";"Identification code";"LEI";"Official name of the entity";"Cross border status";"EU Country where the entity operates";"Local/Commercial name";"Registration start date";"Registration end date";"Street Name";"Street Number";"Post Code";"City";"County";"Website address";"Operation Start Date";"Operation End Date";
"GRAWE Életbiztosító Zártkörűen Működő Részvénytársaság";"Magyar Nemzeti Bank (MNB)";"HU";"11367109";"529900TK5JQ6JJWO4X36";"GRAWE Életbiztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"";"13/03/2009 00:00:00";"";"Kastély utca";"2. A-B.";"7630";"Pécs";"";"www.grawe.hu";"13/03/2009 00:00:00";"";
"Generali Insurance Private Company Limited by Shares";"Magyar Nemzeti Bank (MNB)";"HU";"10308024";"529900ZYQ6975CKHS818";"Generali Biztosító Zrt.";"Domestic undertaking";"HU";"Generali Zrt.";"17/10/1989 00:00:00";"";"Teréz körút";"42-44.";"1066";"Budapest";"";"www.generali.hu";"17/10/1989 00:00:00";"";
"Magyar Posta Versicherung Geschlossene Aktiengesellschaft";"Magyar Nemzeti Bank (MNB)";"HU";"12833632";"5299001P5NZ0Q1C53P52";"Magyar Posta Biztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"Magyar Posta Biztosító Zrt.";"10/12/2002 00:00:00";"";"Bég utca";"3-5.";"1022";"Budapest";"";"www.mpb.hu";"10/12/2002 00:00:00";"";
"KÖT Takarékszövetkezetek Kölcsönös Biztosító Egyesülete";"Magyar Nemzeti Bank (MNB)";"HU";"18053010";"";"KÖT Takarékszövetkezetek Kölcsönös Biztosító Egyesülete";"Domestic undertaking";"HU";"";"01/01/1992 00:00:00";"22/08/2016 00:00:00";"Üllői út";"50";"1082";"Budapest";"";"www.kotksz.hu";"01/01/1992 00:00:00";"22/08/2016 00:00:00";
"KÖBE Central European Mutual Insurance Association";"Magyar Nemzeti Bank (MNB)";"HU";"18083017";"529900HVP4DAV3S2OD53";"KÖBE Közép-európai Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"KÖBE";"01/01/1992 00:00:00";"";"Venyige utca";"3";"1108";"Budapest";"";"www.kobe.hu";"01/01/1992 00:00:00";"";
"Alfa Vienna Insurance Group Insurance Ltd.";"Magyar Nemzeti Bank (MNB)";"HU";"10389395";"2138002WE79XZSYJB750";"Alfa Vienna Insurance Group Biztosító Zrt.";"Domestic undertaking";"HU";"";"28/10/2003 00:00:00";"";"Üllői út";"1";"1091";"Budapest";"";"www.alfa.hu";"28/10/2003 00:00:00";"";
"ERSTE Vienna Insurance Group Biztosító Zrt.";"Magyar Nemzeti Bank (MNB)";"HU";"12467611";"5493001JOVTO3ECGJR72";"ERSTE Vienna Insurance Group Biztosító Zrt.";"Domestic undertaking";"HU";"";"28/06/2005 00:00:00";"01/04/2018 00:00:00";"Baross utca";"1";"1082";"Budapest";"";"www.erstebiztosito.hu";"28/06/2005 00:00:00";"01/04/2018 00:00:00";
"LegitiMo Rechtsschutz- Versicherungs- Geschlossene- Aktiengesellschaft";"Magyar Nemzeti Bank (MNB)";"HU";"12761018";"529900O5HPVPPEUIC831";"LegitiMo Jogvédelmi Biztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"LegitiMo Jogvédelmi Biztosító Zrt.";"22/07/2002 00:00:00";"";"Hungária körút";"30/A";"1087";"Budapest";"";"www.legitimo.hu";"22/07/2002 00:00:00";"";
"CIG Pannonia Life Insurance Plc.";"Magyar Nemzeti Bank (MNB)";"HU";"14153730";"529900QYECVOWB4EMB78";"CIG Pannónia Életbiztosító Nyrt.";"Domestic undertaking";"HU";"CIG Pannónia Életbiztosító Nyrt.";"08/05/2008 00:00:00";"";"Flórián tér";"1";"1033";"Budapest";"";"www.cigpannonia.hu";"08/05/2008 00:00:00";"";
"Genertel Insurance Ltd. Genertel Ltd.";"Magyar Nemzeti Bank (MNB)";"HU";"14011838";"5299009YUBN0PEQKNC45";"GENERTEL Biztosító Zártkörűen működő Rt.";"Domestic undertaking";"HU";"GENERTEL Zrt.";"28/08/2007 00:00:00";"";"Váci út";"36-38";"1132";"Budapest";"";"www.genertel.hu";"28/08/2007 00:00:00";"";
"Szivárvány Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18373916";"";"Szivárvány Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/1995 00:00:00";"07/12/2023 00:00:00";"Budai Nagy Antal utca";"19/B";"5700";"Gyula";"";"N/A";"01/01/1995 00:00:00";"07/12/2023 00:00:00";
"Bodrogközi Kertészeti Nonprofit Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18425501";"";"Bodrogközi Kertészeti Nonprofit Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"13/12/1996 00:00:00";"30/07/2025 00:00:00";"Szabadság utca";"15/A";"3963";"Karcsa";"";"www.nonprofitbiztosito.hu";"13/12/1996 00:00:00";"30/07/2025 00:00:00";
"BODROGKÖZI Non-Profit Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18426997";"";"BODROGKÖZI Non-Profit Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"BODROGKÖZI Nonprofit Biztosító ";"03/09/1997 00:00:00";"03/09/2025 00:00:00";"Szabadság utca";"15/A";"3963";"Karcsa";"";"www.nonprofitbiztosito.hu";"03/09/1997 00:00:00";"03/09/2025 00:00:00";
"NN Biztosító Zártkörűen Működő Részvénytársaság";"Magyar Nemzeti Bank (MNB)";"HU";"10492033";"213800LJXKNQGWI7T748";"NN Biztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"NN Biztosító Zrt.";"14/01/1991 00:00:00";"";"Dózsa György út";"84/B";"1068";"Budapest";"";"www.nn.hu";"14/01/1991 00:00:00";"";
"Vienna Life Vienna Insurance Group Biztosító Zártkörűen Működő Részvénytársaság";"Magyar Nemzeti Bank (MNB)";"HU";"12141843";"529900I1FX233E3L0A76";"Vienna Life Vienna Insurance Group Biztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"";"20/09/2010 00:00:00";"01/04/2018 00:00:00";"Váci út";"135-139";"1138";"Budapest";"";"www.viennalife.hu";"20/09/2010 00:00:00";"01/04/2018 00:00:00";
"Pannonia eletbiztosito Zartkoruen Mukodo Reszvenytarsasag";"Magyar Nemzeti Bank (MNB)";"HU";"13941079";"";"Pannonia eletbiztosito Zartkoruen Mukodo Reszvenytarsasag";"Domestic undertaking";"HU";"";"16/05/2007 00:00:00";"01/07/2017 00:00:00";"Vaci ut";"76";"1133";"Budapest";"";"www.pannoniabiztosito.hu";"16/05/2007 00:00:00";"01/07/2017 00:00:00";
"Hungarian Exportcredit Insurance Company Ltd. ";"Magyar Nemzeti Bank (MNB)";"HU";"10949621";"";"Magyar Exporthitel Biztosító Zártkörűen Működő Rt.";"Domestic undertaking";"HU";"";"17/01/1995 00:00:00";"";"Nagymező utca";"46-48";"1065";"Budapest";"";"www.exim.hu";"17/01/1995 00:00:00";"";
"BARANYA Megyei Kölcsönös Nonprofit Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18300941";"";"BARANYA Megyei Kölcsönös Nonprofit Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/1999 00:00:00";"01/08/2023 00:00:00";"Köztársaság tér";"2";"7623";"Pécs";"";"N/A";"01/01/1999 00:00:00";"01/08/2023 00:00:00";
"KALOCSAI Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18346345";"";"KALOCSAI Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"30/06/2012 00:00:00";"06/09/2018 00:00:00";"Munkás utca";"17";"6300";"Kalocsa";"";"";"30/06/2012 00:00:00";"06/09/2018 00:00:00";
"Hajdúnánás Környéki Növénytermesztők Növénybiztosító Egyesülete végelszámolás alatt";"Magyar Nemzeti Bank (MNB)";"HU";"18547443";"";"Hajdúnánás Környéki Növénytermesztők Növénybiztosító Egyesülete végelszámolás alatt";"Domestic undertaking";"HU";"";"09/11/1995 00:00:00";"31/12/2018 00:00:00";"Bocskai utca";"45";"4080";"Hajdúnánás";"";"";"09/11/1995 00:00:00";"31/12/2018 00:00:00";
"Jászfényszaru és Vidéke Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18830572";"";"Jászfényszaru és Vidéke Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"05/02/1998 00:00:00";"18/07/2016 00:00:00";"Ady Endre út";"20";"5126";"Jászfényszaru";"";"N/A";"05/02/1998 00:00:00";"18/07/2016 00:00:00";
"BNP Paribas Cardif Life Insurance Hungary Private Company Limited by Shares";"Magyar Nemzeti Bank (MNB)";"HU";"12774412";"5299000ECH2UDL8LP161";"BNP Paribas Cardif Életbiztosító Magyarország Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"BNP Paribas Cardif Életbiztosító Zrt.";"05/09/2002 00:00:00";"";"Teréz körút";"55-57";"1062";"Budapest";"";"http://bnpparibascardif.hu";"05/09/2002 00:00:00";"";
"Allianz Hungaria Insurance Co. Ltd";"Magyar Nemzeti Bank (MNB)";"HU";"10337587";"529900IJSHSLTES6PQ72";"Allianz Hungária Biztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"Allianz Hungária Zrt.";"16/07/1991 00:00:00";"";"Könyves Kálmán körút";"48-52.";"1087";"Budapest";"";"www.allianz.hu";"16/07/1991 00:00:00";"";
"VOLÁN Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18061990";"";"VOLÁN Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/2000 00:00:00";"17/02/2015 00:00:00";"Teréz körút";"38";"1066";"Budapest";"";"Nem rendelkezik weblappal";"01/01/2000 00:00:00";"17/02/2015 00:00:00";
"AUTOHOME Magyarország Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18088122";"";"AUTOHOME Magyarország Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/2001 00:00:00";"";"Ady Endre út";"53/B";"1196";"Budapest";"";"www.ai-assistance.com";"01/01/2001 00:00:00";"";
"HERNÁDVÖLGYE és Vidéke Non Profit Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18427228";"";"HERNÁDVÖLGYE és Vidéke Non Profit Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"30/06/2012 00:00:00";"30/10/2018 00:00:00";"Szent István utca";"52";"3561";"Felsőzsolca";"";"";"30/06/2012 00:00:00";"30/10/2018 00:00:00";
"FEJÉR Megyei Kölcsönös Növény- és Állatbiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18485110";"";"FEJÉR Megyei Kölcsönös Növény- és Állatbiztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/2001 00:00:00";"21/12/2023 00:00:00";"Cserepes köz ";"3";"8000";"Székesfehérvár";"";"N/A";"01/01/2001 00:00:00";"21/12/2023 00:00:00";
"Tiszasülyi Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18830228";"";"Tiszasülyi Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"Tiszasülyi Kölcsönös Növénybiztosító Egyesület";"30/11/1997 00:00:00";"30/07/2024 00:00:00";"Kiséri út";"21";"5061";"Tiszasüly";"";"";"30/11/1997 00:00:00";"30/07/2024 00:00:00";
"Magyar Posta Lebensversicherung Geschlossene Aktiengesellschaft";"Magyar Nemzeti Bank (MNB)";"HU";"12833625";"529900GRRUWC2QQEXR75";"Magyar Posta Életbiztosító Zártkörűen Működő Részvénytársaság";"Domestic undertaking";"HU";"Magyar Posta Életbiztosító Zrt.";"10/12/2002 00:00:00";"";"Bég utca";"3-5.";"1022";"Budapest";"";"www.mpb.hu";"10/12/2002 00:00:00";"";
"CIG Pannónia First Hungarian General Insurance Plc.";"Magyar Nemzeti Bank (MNB)";"HU";"14440306";"529900G0AHNGAXME1752";"CIG Pannónia Első Magyar Általános Biztosító Zrt.";"Domestic undertaking";"HU";"";"14/08/2008 00:00:00";"";"Flórián tér";"1";"1033";"Budapest";"";"https://www.cigpannonia.hu";"14/08/2008 00:00:00";"";
"Pannonia altalanos Biztosito zartkoruen mukodo Reszvenytarsasag";"Magyar Nemzeti Bank (MNB)";"HU";"13941031";"5299005F2ZXUJ9CE7X07";"Pannonia altalanos Biztosito zartkoruen mukodo Reszvenytarsasag";"Domestic undertaking";"HU";"";"26/06/2007 00:00:00";"01/07/2017 00:00:00";"Vaci ut";"76";"1133";"Budapest";"";"www.pannoniabiztosito.hu";"26/06/2007 00:00:00";"01/07/2017 00:00:00";
"Magyar Gazdák Kölcsönös Biztosító Egyesülete";"Magyar Nemzeti Bank (MNB)";"HU";"18857522";"";"Magyar Gazdák Kölcsönös Biztosító Egyesülete";"Domestic undertaking";"HU";"";"01/01/2001 00:00:00";"";"Vasgyári út";"8";"3533";"Miskolc";"";"N/A";"01/01/2001 00:00:00";"01/03/2023 00:00:00";
"Győr-Moson-Sopron Megyei Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18981719";"";"Győr-Moson-Sopron Megyei Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"Győr-Moson-Sopron Növénybizt.";"20/12/2004 00:00:00";"11/10/2023 00:00:00";"Soproni út";"58";"9300";"Csorna";"";"N/A";"20/12/2004 00:00:00";"11/10/2023 00:00:00";
"DIMENZIÓ Kölcsönös Biztosító és Önsegélyező Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"19666660";"213800XW2OX159RFN685";"DIMENZIÓ Kölcsönös Biztosító és Önsegélyező Egyesület";"Domestic undertaking";"HU";"";"01/01/1992 00:00:00";"08/11/2016 00:00:00";"Fehérvári út";"84/A";"1119";"Budapest";"";"www.dimenziocsoport.hu";"01/01/1992 00:00:00";"18/11/2016 00:00:00";
"Széchenyi István Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18057526";"";"Széchenyi István Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"26/11/1993 00:00:00";"08/06/2015 00:00:00";"Lónyay utca";"12";"1093";"Budapest";"";"www.tirbiztosito.hu";"26/11/1993 00:00:00";"08/06/2015 00:00:00";
"GAZDA-TÁRS Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18378234";"";"GAZDA-TÁRS Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/1992 00:00:00";"07/12/2023 00:00:00";"Toronyi utca";"12";"5700";"Gyula";"";"N/A";"01/01/1992 00:00:00";"07/12/2023 00:00:00";
"Turul Kölcsönös Biztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18460069";"";"Turul Kölcsönös Biztosító Egyesület";"Domestic undertaking";"HU";"";"27/01/1997 00:00:00";"10/05/2018 00:00:00";"Mátyás utca";"8";"6800";"Hódmezővásárhely";"";"";"27/01/1997 00:00:00";"10/05/2018 00:00:00";
"CSONGRÁD Megyei Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18453685";"";"CSONGRÁD Megyei Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"01/01/1995 00:00:00";"18/09/2017 00:00:00";"Szent László utca";"8/A";"6723";"Szeged";"";"";"01/01/1995 00:00:00";"18/09/2017 00:00:00";
"KUNADACSI Kölcsönös Növénybiztosító Egyesület";"Magyar Nemzeti Bank (MNB)";"HU";"18343971";"";"KUNADACSI Kölcsönös Növénybiztosító Egyesület";"Domestic undertaking";"HU";"";"12/11/1993 00:00:00";"27/02/2018 00:00:00";"Kunszentmiklósi út";"3";"6097";"Kunadacs";"";"";"12/11/1993 00:00:00";"27/02/2018 00:00:00";
"Magyar Ügyvédek Kölcsönös Biztosító Egyesülete";"Magyar Nemzeti Bank (MNB)";"HU";"19670656";"52990073SWRVST25IQ23";"Magyar Ügyvédek Kölcsönös Biztosító Egyesülete";"Domestic undertaking";"HU";"";"01/01/2001 00:00:00";"";"Hegedűs Gyula utca";"8";"1136";"Budapest";"";"www.mubse.hu";"01/01/2001 00:00:00";"";
"Allianz pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"47115971";"5299007KUKZ04LK29K58";"Allianz pojišťovna, a.s.";"EEA FPS";"LU";"";"02/07/2004 00:00:00";"";"Ke Štvanici";"656/3";"18600";"Praha";"";"";"02/07/2004 00:00:00";"";
"Allianz pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"47115971";"5299007KUKZ04LK29K58";"Allianz pojišťovna, a.s.";"EEA FPS";"SK";"";"02/07/2004 00:00:00";"";"Ke Štvanici";"656/3";"18600";"Praha";"";"";"02/07/2004 00:00:00";"";
"Allianz pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"47115971";"5299007KUKZ04LK29K58";"Allianz pojišťovna, a.s.";"Domestic undertaking";"CZ";"";"23/12/1992 00:00:00";"";"Ke Štvanici";"656/3";"18600";"Praha";"";"www.allianz.cz";"23/12/1992 00:00:00";"";
"Slavia pojišťovna a.s.";"Česká Národní Banka (CNB)";"CZ";"60197501";"315700HS7WJ1B0SUWM01";"Slavia pojišťovna a.s.";"EEA FPS";"IT";"";"08/06/2005 00:00:00";"";"Vyskočilova";"1422/1a";"14000";"Praha";"";"";"08/06/2005 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"Domestic undertaking";"CZ";"";"28/05/1993 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"www.uniqa.cz";"28/05/1993 00:00:00";"";
"Direct pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"25073958";"315700S44MYP53HP8S79";"Direct pojišťovna, a.s.";"EEA FPS";"SK";"";"07/04/2010 00:00:00";"";"Nové sady";"996/25";"60200";"Brno";"";"";"07/04/2010 00:00:00";"";
"Slavia pojišťovna a.s.";"Česká Národní Banka (CNB)";"CZ";"60197501";"315700HS7WJ1B0SUWM01";"Slavia pojišťovna a.s.";"EEA FPS";"SK";"";"12/11/2004 00:00:00";"";"Vyskočilova";"1422/1a";"14000";"Praha";"";"";"12/11/2004 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"EEA FPS";"SK";"";"13/06/2005 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"";"13/06/2005 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"EEA FPS";"HU";"";"13/06/2005 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"";"13/06/2005 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"EEA FPS";"PL";"";"13/06/2005 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"";"13/06/2005 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"EEA FPS";"DE";"";"10/09/2007 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"";"10/09/2007 00:00:00";"";
"Vitalitas pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"25710966";"315700VHTUR5WR3E5092";"Vitalitas pojišťovna, a.s.";"Domestic undertaking";"CZ";"";"17/11/1998 00:00:00";"";"Tusarova";"1152/36";"17000";"Praha";"";"www.vitalitas.cz";"17/11/1998 00:00:00";"";
"VIG RE zajišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"28445589";"31570010000000066734";"VIG RE zajišťovna, a.s.";"Domestic undertaking";"CZ";"";"18/08/2008 00:00:00";"";"Templová";"747/5";"11000";"Praha";"";"www.vig-re.com";"18/08/2008 00:00:00";"";
"UNIQA pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"49240480";"31570053VJ0RMQ3JJK93";"UNIQA pojišťovna, a.s.";"EEA FPS";"AT";"";"10/09/2007 00:00:00";"";"Evropská";"810/136";"16000";"Praha";"";"";"10/09/2007 00:00:00";"";
"Wüstenrot pojišťovna a.s.";"Česká Národní Banka (CNB)";"CZ";"28400682";"31570010000000006594";"Wüstenrot pojišťovna a.s.";"Domestic undertaking";"CZ";"";"27/05/2008 00:00:00";"29/06/2016 00:00:00";"Na hřebenech II";"1718/8";"14000";"Praha";"";"www.wuestenrot.cz";"27/05/2008 00:00:00";"29/06/2016 00:00:00";
"Wüstenrot, životní pojišťovna, a.s.";"Česká Národní Banka (CNB)";"CZ";"25720198";"31570010000000030068";"Wüstenrot, životní pojišťovna, a.s.";"Domestic undertaking";"CZ";"";"21/12/1998 00:00:00";"29/06/2016 00:00:00";"Na hřebenech II";"1718/8";"14000";"Praha";"";"www.wuestenrot.cz";"21/12/1998 00:00:00";"29/06/2016 00:00:00";
"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"Česká Národní Banka (CNB)";"CZ";"45534306";"315700Q1S8O1UORF9700";"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"EEA FPS";"IT";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";"Masarykovo náměstí";"1458";"53002";"Pardubice";"";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";
"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"Česká Národní Banka (CNB)";"CZ";"45534306";"315700Q1S8O1UORF9700";"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"EEA FPS";"LV";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";"Masarykovo náměstí";"1458";"53002";"Pardubice";"";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";
"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"Česká Národní Banka (CNB)";"CZ";"45534306";"315700Q1S8O1UORF9700";"ČSOB Pojišťovna, a. s., člen holdingu ČSOB";"EEA FPS";"ES";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";"Masarykovo náměstí";"1458";"53002";"Pardubice";"";"";"01/04/2005 00:00:00";"31/12/2019 00:00:00";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Domestic undertaking";"CZ";"";"01/03/1993 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"www.koop.cz";"01/03/1993 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"NO";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"SK";"";"25/05/2004 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"25/05/2004 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"EE";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"FI";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"PT";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"DK";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"NL";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"Česká Národní Banka (CNB)";"CZ";"47116617";"31570010000000008243";"Kooperativa pojišťovna, a.s., Vienna Insurance Group";"EEA FPS";"SE";"";"15/06/2011 00:00:00";"";"Pobřežní";"665/21";"18600";"Praha";"";"";"15/06/2011 00:00:00";"";
